-30.62577283,-129.15163282
-27.67043651,-128.72248055
-24.71455086,-128.30325872
-21.75879914,-127.87415465
-18.80301928,-127.45494621
-15.84725671,-127.02573997
-12.89145305,-126.60662932
-9.93575816,-126.17743164
-6.97958217,-125.7583245
-4.02369598,-125.3292034
-1.06803399,-124.91011069
1.88812621,-124.48095489
4.84256242,-124.06202991
7.80371087,-123.6322411
10.73986944,-123.21565914
13.71580001,-122.79412286
16.66624111,-122.36569267
19.62342354,-121.94640758
22.57890367,-121.5173379
25.53452423,-121.09835122
28.49130935,-120.66921706
31.44340457,-120.2510791
34.41292717,-119.82160446
37.36565646,-119.39641776
40.32035919,-118.9738731
43.28367708,-118.55435323
46.2612548,-118.12774262
49.22131687,-117.69854016
52.18545032,-117.27442911
55.15254831,-116.84510416
58.10337917,-116.42313835
61.0658083,-116.00426838
64.04463355,-115.57738432
66.99633953,-115.14820598
69.94649689,-114.73253655
72.92860671,-114.3050132
75.87780123,-113.87482111
78.83066761,-113.45610556
81.80361703,-113.0260322
84.74218525,-112.60212543
87.69803162,-112.186363
90.66707991,-111.75929671
93.61913607,-111.33480578
96.57497028,-110.90975132
99.53101532,-110.48456424
102.48184873,-110.05995666
105.44774432,-109.63434476
108.38841163,-109.21099326
111.34058795,-108.79583454
114.30444248,-108.36904571
117.26285333,-107.94444823
120.21858981,-107.51875905
123.16798943,-107.09401433
126.13038186,-106.66872239
129.08460857,-106.24315701
132.03602633,-105.81790928
134.99153232,-105.39293196
137.94501646,-104.97136672
140.90004314,-104.54375218
143.86006981,-104.11566676
146.81426037,-103.68443487
149.7624466,-103.25156844
152.72291733,-102.81553144
155.67533429,-102.37526206
158.62217706,-101.93258654
161.58078131,-101.48418963
164.53141616,-101.03195221
167.47597961,-100.5738441
170.43233328,-100.11031362
173.38027328,-99.64007681
176.32233549,-99.16525479
179.27653216,-98.68576808
182.221854,-98.20358655
185.16569757,-97.72081595
188.10652168,-97.24122382
191.06068929,-96.76506661
194.00976479,-96.29435792
196.95359071,-95.83241666
199.91159708,-95.37986248
202.86418203,-94.94027577
205.81745885,-94.51293081
208.79661233,-94.10357393
211.793266,-93.70591628
214.81434155,-93.33023424
217.87594215,-92.96429198
220.9875761,-92.59211908
224.12627078,-92.18252035
227.32068542,-91.72673776
230.54492429,-91.15258474
233.78975053,-90.4296575
237.05151718,-89.56543695
240.29357392,-88.45756493
243.48682757,-87.1016819
246.62235151,-85.51272633
249.61659786,-83.63632809
252.48910975,-81.53307018
255.20181222,-79.1208681
257.67128664,-76.45248978
259.9777185,-73.60128416
261.96302089,-70.51738001
263.69238621,-67.35758081
265.23670426,-64.10419468
266.39019114,-60.69774804
267.31882158,-57.26710829
267.92666846,-53.83370626
268.19516802,-50.33296996
268.24237539,-46.87541572
268.02747641,-43.47261638
267.64888776,-40.115952
267.18237657,-36.83518458
266.57422301,-33.5891609
265.91154059,-30.43194959
265.19882528,-27.3144229
264.41913248,-24.27023933
263.64718035,-21.28243151
262.83545504,-18.3228428
262.03448852,-15.40509845
261.2322501,-12.51481162
260.45248457,-9.62527739
259.67494514,-6.73656997
258.94910142,-3.86538427
258.23372169,-0.97220684
257.55034394,1.92508127
256.87763737,4.82530745
256.21942452,7.73063066
255.57309923,10.63647056
254.92914404,13.54902362
254.29782007,16.44451481
253.67021519,19.35393547
253.03036893,22.27544902
252.38892821,25.1808808
251.74508746,28.08301912
251.09003901,31.00246707
250.42915542,33.90171848
249.76966235,36.800007
249.09721944,39.71527542
248.41906717,42.60911701
247.74401969,45.50429168
247.05299327,48.41001792
246.35597718,51.31642606
245.65132275,54.20184188
244.94486068,57.10503982
244.21888702,60.00586695
243.49994652,62.88578061
242.7692056,65.7884243
242.03648685,68.67063261
241.30947126,71.55220521
240.57380208,74.45282218
239.83846315,77.33548576
239.11061508,80.21697839
238.37522534,83.12184333
237.64621907,85.99123422
236.93396314,88.88048298
236.2085755,91.78532846
235.50598327,94.66797352
234.79845569,97.58746205
234.09560408,100.48913312
233.40994114,103.38718488
232.72947269,106.29078402
232.05640695,109.20330663
231.38968327,112.10585396
230.73112132,115.02831455
230.07036638,117.96033203
229.4112551,120.92618266
228.74849883,123.90587904
228.09782876,126.91657227
227.42052553,129.97749742
226.72756733,133.0390943
225.98318559,136.102571
225.17178239,139.19912414
224.26782313,142.25959354
223.2547537,145.29291344
222.15086937,148.31869522
220.86101534,151.30906876
219.49035352,154.2075047
217.96205357,157.09727526
216.28741496,159.89090284
214.51056818,162.63519106
212.53445357,165.27003659
210.48328091,167.80879128
208.26153813,170.27372434
205.96397032,172.58783523
203.57177321,174.85530331
201.06744116,176.93901979
198.52646784,178.95493661
195.85014101,180.8549683
193.12692851,182.61265468
190.35681787,184.27590929
187.46738757,185.76052892
184.54577536,187.13948878
181.57284273,188.36711396
178.56519742,189.47547347
175.56087884,190.51674268
172.51034725,191.45654967
169.51032047,192.35061845
166.4954699,193.22953114
163.49149667,194.09388846
160.5198253,194.95108078
157.57175728,195.82960922
154.62750617,196.71610045
151.70745093,197.62144088
148.78228267,198.53046334
145.89595071,199.43702357
143.01625547,200.35601723
140.15490152,201.27618608
137.28284587,202.20821355
134.44049951,203.12305113
131.61722177,204.04332611
128.81848981,204.94541581
126.05930289,205.84497346
123.31129073,206.72845699
120.61367864,207.59946694
117.9091862,208.47190342
115.25028029,209.33714513
112.58791813,210.23421539
109.91282778,211.14482433
107.29177822,212.07480197
104.64110777,213.04971651
102.01783294,214.0646136
99.4160479,215.12231395
96.81715581,216.24744936
94.24704519,217.41985028
91.69776333,218.65118043
89.19530857,219.92974569
86.70216916,221.28034091
84.24634354,222.67921346
81.82258382,224.13579762
79.42960346,225.64923684
77.09032101,227.20507289
74.75959326,228.84846794
72.4852008,230.51527601
70.25421126,232.25858861
68.05388316,234.04893075
65.90606437,235.90321014
63.80092031,237.79895954
61.7620423,239.7478961
59.76465319,241.76327801
57.8218928,243.82027202
55.92611039,245.93822319
54.08197673,248.08888918
52.2940403,250.28783653
50.553703,252.52390689
48.87106605,254.80425682
47.22577785,257.13875283
45.64051018,259.49555834
44.10685077,261.89538868
42.62333727,264.33948851
41.19211413,266.80994217
39.82264663,269.30648749
38.50177003,271.84715092
37.24390491,274.40983472
36.04293403,277.01435438
34.89730374,279.64992875
33.81649281,282.30555153
32.79730558,284.98280324
31.84540335,287.69155073
30.95656593,290.43205849
30.14211577,293.18227287
29.3941584,295.9713079
28.72569578,298.76275963
28.12908438,301.58593247
27.61769437,304.41923282
27.17773873,307.26830302
26.82952638,310.1241825
26.54602346,312.98352534
26.35578344,315.85663023
26.22336106,318.73538975
26.17805843,321.61190321
26.19065417,324.48409268
26.27785736,327.36022163
26.42329811,330.22364875
26.63431052,333.08916451
26.90514755,335.94156673
27.23235874,338.79177579
27.61959949,341.63452076
28.05582087,344.46053788
28.55458515,347.2730958
29.09550611,350.08090357
29.69686128,352.88081521
30.33652669,355.67352079
31.0331136,358.44932502
31.7710342,361.21342295
32.55139958,363.99093257
33.36536888,366.76023251
34.20951386,369.52398365
35.08678596,372.29417236
35.9866704,375.08704778
36.90611908,377.86678553
37.84588567,380.67937062
38.79274318,383.49887442
39.74455351,386.32472105
40.69332553,389.15797065
41.63745091,392.00235439
42.57093245,394.85338044
43.49452847,397.71989527
44.40533349,400.59728636
45.30081138,403.48199068
46.18091365,406.39326396
47.03432615,409.28808881
47.86926536,412.21249845
48.68060015,415.1453161
49.46221435,418.08196199
50.2191255,421.02593785
50.9424431,423.98384197
51.63889132,426.94739097
52.29959796,429.93383311
52.92417022,432.92873264
53.51951453,435.91996401
54.08439856,438.92390072
54.62282371,441.93937557
55.12912378,444.95294327
55.61343058,447.98042115
56.06710795,451.00564333
56.49617822,454.03997499
56.90334871,457.07375104
57.28662809,460.10950733
57.65205723,463.14024677
57.99371338,466.18681892
58.31842346,469.21310018
58.6211615,472.25786764
58.90042817,475.29283751
59.16170389,478.32858593
59.39862015,481.37606153
59.61478414,484.40507957
59.80678877,487.4479183
59.97775996,490.4895677
60.12089363,493.52410194
60.23971138,496.56385074
60.33357852,499.61043113
60.40059088,502.64184369
60.44425761,505.67602715
60.45820632,508.71717642
60.44879998,511.74577367
60.40880297,514.78495923
60.34029538,517.81161909
60.24882408,520.84379347
60.13151232,523.87587919
59.99386495,526.89705916
59.83216,529.92390955
59.6538138,532.93809278
59.45448688,535.96182544
59.23723547,538.97350307
59.00506194,541.98123623
58.75688315,544.99783107
